8aea5ef30c3e34c48f0b80a4cc29f0e6,-88,10:38:58:616
47f9e7b877909d61da09f507bb751b04,-87,10:38:58:632
47f9e7b877909d61da09f507bb751b04,-85,10:38:58:634
c101c913291d64dd3c9d5dc8d751187b,-61,10:38:58:936
4805843a27855f88fe66e37d64ca0efd,-65,10:38:59:502
0238d7a6310dc6ef05623393bf6b0139,-73,10:38:59:502
8aea5ef30c3e34c48f0b80a4cc29f0e6,-86,10:38:59:551
8aea5ef30c3e34c48f0b80a4cc29f0e6,-88,10:38:59:553
d181f38f222b19c618d67fb7bc6e2211,-78,10:39:00:411
0238d7a6310dc6ef05623393bf6b0139,-73,10:39:00:420
ee205aea6ae6063b179b455255982909,-60,10:39:00:708
ee205aea6ae6063b179b455255982909,-59,10:39:00:709
37a30bdf5ba7c1e63721e0ab518c0ab7,-75,10:39:01:303
37a30bdf5ba7c1e63721e0ab518c0ab7,-74,10:39:01:305
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:01:912
5e53ebaa2d5267083f4b897432c51d5d,-79,10:39:01:914
37a30bdf5ba7c1e63721e0ab518c0ab7,-77,10:39:02:220
37a30bdf5ba7c1e63721e0ab518c0ab7,-77,10:39:02:222
d181f38f222b19c618d67fb7bc6e2211,-78,10:39:02:817
8aea5ef30c3e34c48f0b80a4cc29f0e6,-87,10:39:03:118
8aea5ef30c3e34c48f0b80a4cc29f0e6,-86,10:39:03:120
3714eb274bd3daa507b08eda8dbe2882,-74,10:39:03:411
4805843a27855f88fe66e37d64ca0efd,-56,10:39:03:412
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:03:697
0238d7a6310dc6ef05623393bf6b0139,-77,10:39:03:715
0238d7a6310dc6ef05623393bf6b0139,-78,10:39:03:717
4805843a27855f88fe66e37d64ca0efd,-53,10:39:04:293
c101c913291d64dd3c9d5dc8d751187b,-62,10:39:04:296
ee205aea6ae6063b179b455255982909,-53,10:39:04:309
ee205aea6ae6063b179b455255982909,-53,10:39:04:310
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:04:637
37a30bdf5ba7c1e63721e0ab518c0ab7,-74,10:39:05:704
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:05:706
5e53ebaa2d5267083f4b897432c51d5d,-77,10:39:06:058
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:06:060
37a30bdf5ba7c1e63721e0ab518c0ab7,-74,10:39:06:068
37a30bdf5ba7c1e63721e0ab518c0ab7,-75,10:39:06:071
eace47ed8f60f970706d0f8ddf8ba420,-46,10:39:06:423
eaea520a2ebf1ba61e639e4005bba6cd,-76,10:39:06:427
d181f38f222b19c618d67fb7bc6e2211,-73,10:39:06:756
4805843a27855f88fe66e37d64ca0efd,-64,10:39:07:111
d181f38f222b19c618d67fb7bc6e2211,-75,10:39:07:117
f38e95e4734136a2a653a08075e2d212,-83,10:39:07:744
f38e95e4734136a2a653a08075e2d212,-83,10:39:07:746
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:07:750
0238d7a6310dc6ef05623393bf6b0139,-76,10:39:07:753
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:07:757
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:39:08:086
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:39:08:088
0238d7a6310dc6ef05623393bf6b0139,-77,10:39:08:115
ee205aea6ae6063b179b455255982909,-51,10:39:08:443
f38e95e4734136a2a653a08075e2d212,-84,10:39:08:450
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:39:08:459
f38e95e4734136a2a653a08075e2d212,-86,10:39:08:808
d181f38f222b19c618d67fb7bc6e2211,-77,10:39:08:812
f38e95e4734136a2a653a08075e2d212,-84,10:39:09:166
f38e95e4734136a2a653a08075e2d212,-84,10:39:09:167
eaea520a2ebf1ba61e639e4005bba6cd,-77,10:39:10:574
5e53ebaa2d5267083f4b897432c51d5d,-73,10:39:11:294
5e53ebaa2d5267083f4b897432c51d5d,-72,10:39:11:296
eaea520a2ebf1ba61e639e4005bba6cd,-77,10:39:11:306
d181f38f222b19c618d67fb7bc6e2211,-77,10:39:11:636
d181f38f222b19c618d67fb7bc6e2211,-77,10:39:12:006
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:12:334
0238d7a6310dc6ef05623393bf6b0139,-76,10:39:12:336
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:12:356
5e53ebaa2d5267083f4b897432c51d5d,-82,10:39:12:686
5e53ebaa2d5267083f4b897432c51d5d,-82,10:39:12:688
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:12:701
0238d7a6310dc6ef05623393bf6b0139,-73,10:39:12:703
4805843a27855f88fe66e37d64ca0efd,-72,10:39:13:056
37a30bdf5ba7c1e63721e0ab518c0ab7,-82,10:39:13:211
37a30bdf5ba7c1e63721e0ab518c0ab7,-80,10:39:13:213
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:13:237
4805843a27855f88fe66e37d64ca0efd,-64,10:39:13:239
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:13:239
47f9e7b877909d61da09f507bb751b04,-82,10:39:13:345
47f9e7b877909d61da09f507bb751b04,-81,10:39:13:347
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:13:708
6bfcfae5fda89806c016ca0f1d410611,-89,10:39:13:720
eaea520a2ebf1ba61e639e4005bba6cd,-76,10:39:14:663
eaea520a2ebf1ba61e639e4005bba6cd,-75,10:39:15:392
4805843a27855f88fe66e37d64ca0efd,-68,10:39:16:097
eaea520a2ebf1ba61e639e4005bba6cd,-79,10:39:16:431
ee205aea6ae6063b179b455255982909,-48,10:39:16:437
ee205aea6ae6063b179b455255982909,-48,10:39:16:437
eace47ed8f60f970706d0f8ddf8ba420,-49,10:39:16:450
6bfcfae5fda89806c016ca0f1d410611,-90,10:39:17:723
f38e95e4734136a2a653a08075e2d212,-83,10:39:18:074
6bfcfae5fda89806c016ca0f1d410611,-89,10:39:18:699
eaea520a2ebf1ba61e639e4005bba6cd,-76,10:39:19:032
3714eb274bd3daa507b08eda8dbe2882,-78,10:39:19:050
3714eb274bd3daa507b08eda8dbe2882,-77,10:39:19:051
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:19:549
21d110d5026bc8e4c932621b29d1db66,-90,10:39:19:590
21d110d5026bc8e4c932621b29d1db66,-90,10:39:19:592
3714eb274bd3daa507b08eda8dbe2882,-68,10:39:19:598
3714eb274bd3daa507b08eda8dbe2882,-70,10:39:19:598
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:20:177
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:20:493
37a30bdf5ba7c1e63721e0ab518c0ab7,-84,10:39:21:095
37a30bdf5ba7c1e63721e0ab518c0ab7,-84,10:39:21:097
f38e95e4734136a2a653a08075e2d212,-78,10:39:21:100
f38e95e4734136a2a653a08075e2d212,-79,10:39:21:102
f38e95e4734136a2a653a08075e2d212,-85,10:39:21:377
f38e95e4734136a2a653a08075e2d212,-85,10:39:21:379
d181f38f222b19c618d67fb7bc6e2211,-81,10:39:21:381
ee205aea6ae6063b179b455255982909,-45,10:39:21:393
ee205aea6ae6063b179b455255982909,-45,10:39:21:393
0238d7a6310dc6ef05623393bf6b0139,-73,10:39:21:671
ee205aea6ae6063b179b455255982909,-52,10:39:21:673
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:21:674
ee205aea6ae6063b179b455255982909,-51,10:39:21:674
6bfcfae5fda89806c016ca0f1d410611,-89,10:39:21:971
4805843a27855f88fe66e37d64ca0efd,-79,10:39:22:277
151460d4310e30c03c46ba49adde705c,-87,10:39:22:296
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:22:583
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:22:585
5e53ebaa2d5267083f4b897432c51d5d,-75,10:39:22:602
5e53ebaa2d5267083f4b897432c51d5d,-77,10:39:22:604
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:22:873
5e53ebaa2d5267083f4b897432c51d5d,-80,10:39:22:878
5e53ebaa2d5267083f4b897432c51d5d,-81,10:39:22:880
3714eb274bd3daa507b08eda8dbe2882,-75,10:39:22:890
3714eb274bd3daa507b08eda8dbe2882,-75,10:39:22:891
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:23:473
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:23:474
eaea520a2ebf1ba61e639e4005bba6cd,-79,10:39:23:500
4805843a27855f88fe66e37d64ca0efd,-94,10:39:23:771
d181f38f222b19c618d67fb7bc6e2211,-82,10:39:23:794
5e53ebaa2d5267083f4b897432c51d5d,-83,10:39:23:981
6bfcfae5fda89806c016ca0f1d410611,-87,10:39:23:982
5e53ebaa2d5267083f4b897432c51d5d,-83,10:39:23:983
d181f38f222b19c618d67fb7bc6e2211,-86,10:39:23:989
3714eb274bd3daa507b08eda8dbe2882,-73,10:39:23:995
3714eb274bd3daa507b08eda8dbe2882,-74,10:39:23:995
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:24:125
0238d7a6310dc6ef05623393bf6b0139,-70,10:39:24:426
0238d7a6310dc6ef05623393bf6b0139,-70,10:39:24:427
ee205aea6ae6063b179b455255982909,-49,10:39:24:702
ee205aea6ae6063b179b455255982909,-49,10:39:24:703
47f9e7b877909d61da09f507bb751b04,-81,10:39:24:711
47f9e7b877909d61da09f507bb751b04,-70,10:39:24:713
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:25:303
37a30bdf5ba7c1e63721e0ab518c0ab7,-70,10:39:25:304
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:25:902
4805843a27855f88fe66e37d64ca0efd,-83,10:39:25:908
5e53ebaa2d5267083f4b897432c51d5d,-76,10:39:26:207
5e53ebaa2d5267083f4b897432c51d5d,-77,10:39:26:209
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:26:211
37a30bdf5ba7c1e63721e0ab518c0ab7,-70,10:39:26:214
eaea520a2ebf1ba61e639e4005bba6cd,-79,10:39:26:217
3714eb274bd3daa507b08eda8dbe2882,-77,10:39:26:517
47f9e7b877909d61da09f507bb751b04,-82,10:39:26:520
47f9e7b877909d61da09f507bb751b04,-82,10:39:26:522
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:26:809
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:27:127
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:27:129
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:27:720
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:27:722
ee205aea6ae6063b179b455255982909,-45,10:39:27:727
ee205aea6ae6063b179b455255982909,-46,10:39:27:728
eaea520a2ebf1ba61e639e4005bba6cd,-77,10:39:28:002
ee205aea6ae6063b179b455255982909,-48,10:39:28:004
ee205aea6ae6063b179b455255982909,-48,10:39:28:005
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:28:320
8aea5ef30c3e34c48f0b80a4cc29f0e6,-89,10:39:28:602
8aea5ef30c3e34c48f0b80a4cc29f0e6,-90,10:39:28:604
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:28:635
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:28:637
6bfcfae5fda89806c016ca0f1d410611,-88,10:39:29:217
151460d4310e30c03c46ba49adde705c,-85,10:39:29:505
4805843a27855f88fe66e37d64ca0efd,-78,10:39:30:403
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:39:30:411
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:39:30:413
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:30:726
0238d7a6310dc6ef05623393bf6b0139,-89,10:39:31:014
0238d7a6310dc6ef05623393bf6b0139,-89,10:39:31:016
ee205aea6ae6063b179b455255982909,-45,10:39:31:319
ee205aea6ae6063b179b455255982909,-45,10:39:31:320
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:32:246
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:32:247
37a30bdf5ba7c1e63721e0ab518c0ab7,-75,10:39:32:252
37a30bdf5ba7c1e63721e0ab518c0ab7,-75,10:39:32:254
eace47ed8f60f970706d0f8ddf8ba420,-48,10:39:32:526
37a30bdf5ba7c1e63721e0ab518c0ab7,-89,10:39:32:801
37a30bdf5ba7c1e63721e0ab518c0ab7,-90,10:39:32:803
5e53ebaa2d5267083f4b897432c51d5d,-77,10:39:32:818
5e53ebaa2d5267083f4b897432c51d5d,-77,10:39:32:820
4805843a27855f88fe66e37d64ca0efd,-71,10:39:32:825
6bfcfae5fda89806c016ca0f1d410611,-89,10:39:32:830
37a30bdf5ba7c1e63721e0ab518c0ab7,-92,10:39:33:723
37a30bdf5ba7c1e63721e0ab518c0ab7,-90,10:39:33:725
151460d4310e30c03c46ba49adde705c,-86,10:39:34:020
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:34:319
4805843a27855f88fe66e37d64ca0efd,-65,10:39:34:323
ee205aea6ae6063b179b455255982909,-50,10:39:34:632
ee205aea6ae6063b179b455255982909,-49,10:39:34:632
ee205aea6ae6063b179b455255982909,-46,10:39:34:902
ee205aea6ae6063b179b455255982909,-46,10:39:34:903
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:35:223
0238d7a6310dc6ef05623393bf6b0139,-71,10:39:35:225
151460d4310e30c03c46ba49adde705c,-88,10:39:35:814
47f9e7b877909d61da09f507bb751b04,-90,10:39:35:819
47f9e7b877909d61da09f507bb751b04,-89,10:39:35:821
4805843a27855f88fe66e37d64ca0efd,-60,10:39:35:824
5e53ebaa2d5267083f4b897432c51d5d,-79,10:39:36:402
5e53ebaa2d5267083f4b897432c51d5d,-80,10:39:36:405
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:36:722
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:37:005
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:37:007
3714eb274bd3daa507b08eda8dbe2882,-76,10:39:37:297
4805843a27855f88fe66e37d64ca0efd,-70,10:39:37:298
0238d7a6310dc6ef05623393bf6b0139,-85,10:39:37:419
0238d7a6310dc6ef05623393bf6b0139,-86,10:39:37:421
0238d7a6310dc6ef05623393bf6b0139,-76,10:39:37:603
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:37:606
37a30bdf5ba7c1e63721e0ab518c0ab7,-70,10:39:37:926
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:37:928
ee205aea6ae6063b179b455255982909,-49,10:39:38:217
ee205aea6ae6063b179b455255982909,-49,10:39:38:218
0238d7a6310dc6ef05623393bf6b0139,-77,10:39:38:516
f38e95e4734136a2a653a08075e2d212,-90,10:39:38:519
f38e95e4734136a2a653a08075e2d212,-88,10:39:38:521
4805843a27855f88fe66e37d64ca0efd,-61,10:39:38:799
37a30bdf5ba7c1e63721e0ab518c0ab7,-77,10:39:39:398
37a30bdf5ba7c1e63721e0ab518c0ab7,-77,10:39:39:401
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:39:417
3714eb274bd3daa507b08eda8dbe2882,-70,10:39:39:417
4805843a27855f88fe66e37d64ca0efd,-56,10:39:40:000
5e53ebaa2d5267083f4b897432c51d5d,-83,10:39:40:005
5e53ebaa2d5267083f4b897432c51d5d,-83,10:39:40:008
5e53ebaa2d5267083f4b897432c51d5d,-88,10:39:40:282
5e53ebaa2d5267083f4b897432c51d5d,-86,10:39:40:284
151460d4310e30c03c46ba49adde705c,-84,10:39:40:290
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:40:895
0238d7a6310dc6ef05623393bf6b0139,-90,10:39:40:899
0238d7a6310dc6ef05623393bf6b0139,-90,10:39:40:902
4805843a27855f88fe66e37d64ca0efd,-47,10:39:41:485
ee205aea6ae6063b179b455255982909,-59,10:39:41:798
ee205aea6ae6063b179b455255982909,-60,10:39:41:799
eaea520a2ebf1ba61e639e4005bba6cd,-72,10:39:42:681
37a30bdf5ba7c1e63721e0ab518c0ab7,-87,10:39:42:699
37a30bdf5ba7c1e63721e0ab518c0ab7,-88,10:39:42:701
4805843a27855f88fe66e37d64ca0efd,-62,10:39:42:984
151460d4310e30c03c46ba49adde705c,-86,10:39:43:001
eaea520a2ebf1ba61e639e4005bba6cd,-76,10:39:43:298
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:43:610
0238d7a6310dc6ef05623393bf6b0139,-85,10:39:44:010
0238d7a6310dc6ef05623393bf6b0139,-83,10:39:44:013
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:44:191
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:44:193
4805843a27855f88fe66e37d64ca0efd,-64,10:39:44:494
151460d4310e30c03c46ba49adde705c,-85,10:39:45:090
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:45:681
6bfcfae5fda89806c016ca0f1d410611,-88,10:39:45:703
37a30bdf5ba7c1e63721e0ab518c0ab7,-75,10:39:45:986
eaea520a2ebf1ba61e639e4005bba6cd,-75,10:39:45:990
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:46:012
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:46:013
4805843a27855f88fe66e37d64ca0efd,-77,10:39:46:294
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:46:298
ee205aea6ae6063b179b455255982909,-68,10:39:46:303
ee205aea6ae6063b179b455255982909,-68,10:39:46:304
151460d4310e30c03c46ba49adde705c,-84,10:39:46:882
5e53ebaa2d5267083f4b897432c51d5d,-73,10:39:46:901
5e53ebaa2d5267083f4b897432c51d5d,-73,10:39:46:903
4805843a27855f88fe66e37d64ca0efd,-69,10:39:47:412
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:47:490
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:47:492
151460d4310e30c03c46ba49adde705c,-86,10:39:47:509
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:47:815
37a30bdf5ba7c1e63721e0ab518c0ab7,-72,10:39:47:817
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:48:090
0238d7a6310dc6ef05623393bf6b0139,-74,10:39:48:401
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:48:402
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:48:403
eaea520a2ebf1ba61e639e4005bba6cd,-77,10:39:48:708
47f9e7b877909d61da09f507bb751b04,-83,10:39:48:990
47f9e7b877909d61da09f507bb751b04,-83,10:39:48:992
151460d4310e30c03c46ba49adde705c,-88,10:39:49:306
0238d7a6310dc6ef05623393bf6b0139,-75,10:39:49:313
0238d7a6310dc6ef05623393bf6b0139,-74,10:39:49:315
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:49:317
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:49:317
5e53ebaa2d5267083f4b897432c51d5d,-73,10:39:50:201
5e53ebaa2d5267083f4b897432c51d5d,-73,10:39:50:203
eaea520a2ebf1ba61e639e4005bba6cd,-78,10:39:50:480
0238d7a6310dc6ef05623393bf6b0139,-89,10:39:50:785
0238d7a6310dc6ef05623393bf6b0139,-88,10:39:50:787
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:50:787
47f9e7b877909d61da09f507bb751b04,-82,10:39:50:809
47f9e7b877909d61da09f507bb751b04,-82,10:39:50:812
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:51:104
0238d7a6310dc6ef05623393bf6b0139,-85,10:39:51:694
0238d7a6310dc6ef05623393bf6b0139,-87,10:39:51:696
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:52:607
0238d7a6310dc6ef05623393bf6b0139,-70,10:39:52:609
ee205aea6ae6063b179b455255982909,-74,10:39:53:225
ee205aea6ae6063b179b455255982909,-74,10:39:53:226
5e53ebaa2d5267083f4b897432c51d5d,-72,10:39:53:232
5e53ebaa2d5267083f4b897432c51d5d,-72,10:39:53:234
ee205aea6ae6063b179b455255982909,-82,10:39:53:504
ee205aea6ae6063b179b455255982909,-80,10:39:53:504
5e53ebaa2d5267083f4b897432c51d5d,-72,10:39:53:510
5e53ebaa2d5267083f4b897432c51d5d,-72,10:39:53:512
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:53:803
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:54:412
37a30bdf5ba7c1e63721e0ab518c0ab7,-70,10:39:54:414
d181f38f222b19c618d67fb7bc6e2211,-73,10:39:54:420
0238d7a6310dc6ef05623393bf6b0139,-72,10:39:54:432
eaea520a2ebf1ba61e639e4005bba6cd,-80,10:39:54:434
0238d7a6310dc6ef05623393bf6b0139,-70,10:39:54:434
6bfcfae5fda89806c016ca0f1d410611,-87,10:39:55:600
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:39:55:606
4805843a27855f88fe66e37d64ca0efd,-87,10:39:55:621
d181f38f222b19c618d67fb7bc6e2211,-79,10:39:55:902
3714eb274bd3daa507b08eda8dbe2882,-69,10:39:55:920
3714eb274bd3daa507b08eda8dbe2882,-70,10:39:55:920
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:56:816
5e53ebaa2d5267083f4b897432c51d5d,-78,10:39:56:818
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:57:383
d181f38f222b19c618d67fb7bc6e2211,-87,10:39:57:410
eaea520a2ebf1ba61e639e4005bba6cd,-79,10:39:57:700
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:57:703
37a30bdf5ba7c1e63721e0ab518c0ab7,-71,10:39:57:705
47f9e7b877909d61da09f507bb751b04,-80,10:39:58:000
47f9e7b877909d61da09f507bb751b04,-80,10:39:58:002
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:39:58:019
f38e95e4734136a2a653a08075e2d212,-88,10:39:58:320
151460d4310e30c03c46ba49adde705c,-84,10:39:58:321
f38e95e4734136a2a653a08075e2d212,-87,10:39:58:322
0238d7a6310dc6ef05623393bf6b0139,-73,10:39:58:649
0238d7a6310dc6ef05623393bf6b0139,-71,10:39:58:651
eace47ed8f60f970706d0f8ddf8ba420,-87,10:39:59:197
47f9e7b877909d61da09f507bb751b04,-81,10:39:59:801
0238d7a6310dc6ef05623393bf6b0139,-76,10:40:00:110
0238d7a6310dc6ef05623393bf6b0139,-74,10:40:00:113
5e53ebaa2d5267083f4b897432c51d5d,-78,10:40:00:115
4805843a27855f88fe66e37d64ca0efd,-87,10:40:00:117
5e53ebaa2d5267083f4b897432c51d5d,-79,10:40:00:118
6bfcfae5fda89806c016ca0f1d410611,-89,10:40:00:184
d181f38f222b19c618d67fb7bc6e2211,-87,10:40:00:402
151460d4310e30c03c46ba49adde705c,-85,10:40:00:428
0238d7a6310dc6ef05623393bf6b0139,-85,10:40:01:026
0238d7a6310dc6ef05623393bf6b0139,-85,10:40:01:028
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:40:01:902
151460d4310e30c03c46ba49adde705c,-86,10:40:02:198
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:40:02:212
3714eb274bd3daa507b08eda8dbe2882,-77,10:40:02:525
3714eb274bd3daa507b08eda8dbe2882,-79,10:40:02:525
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:40:03:147
5e53ebaa2d5267083f4b897432c51d5d,-78,10:40:03:403
5e53ebaa2d5267083f4b897432c51d5d,-80,10:40:03:405
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:03:408
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:03:410
37a30bdf5ba7c1e63721e0ab518c0ab7,-83,10:40:03:730
37a30bdf5ba7c1e63721e0ab518c0ab7,-83,10:40:03:732
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:40:03:968
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:04:317
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:04:319
eaea520a2ebf1ba61e639e4005bba6cd,-73,10:40:04:601
fc808c607e5dc8c38d111f9fb1f7e142,-94,10:40:04:622
fc808c607e5dc8c38d111f9fb1f7e142,-95,10:40:04:623
eace47ed8f60f970706d0f8ddf8ba420,-84,10:40:05:203
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:05:229
0238d7a6310dc6ef05623393bf6b0139,-71,10:40:05:232
47f9e7b877909d61da09f507bb751b04,-81,10:40:05:496
37a30bdf5ba7c1e63721e0ab518c0ab7,-76,10:40:05:741
47f9e7b877909d61da09f507bb751b04,-87,10:40:05:748
47f9e7b877909d61da09f507bb751b04,-87,10:40:05:751
eaea520a2ebf1ba61e639e4005bba6cd,-74,10:40:05:766
f38e95e4734136a2a653a08075e2d212,-87,10:40:05:774
f38e95e4734136a2a653a08075e2d212,-85,10:40:05:776
3714eb274bd3daa507b08eda8dbe2882,-73,10:40:06:367
